Container: container_1649687236961_0265_01_000006 on dbg12:42025
LogAggregationType: LOCAL
================================================================
LogType:syslog_attempt_1649687236961_0265_1_05_000003_0
LogLastModifiedTime:Sat Apr 23 13:32:47 +0800 2022
LogLength:176115
LogContents:
2022-04-23 13:32:32,760 [INFO] [main] |metrics.TaskCounterUpdater|: Using ResourceCalculatorProcessTree : org.apache.tez.util.TezMxBeanResourceCalculator
2022-04-23 13:32:33,234 [INFO] [ShuffleRunner {Map_8}] |impl.ShuffleManager|: Map_8: Scheduler thread completed
2022-04-23 13:32:33,234 [INFO] [ShuffleRunner {Map_8}] |impl.ShuffleManager|: Fang: ending shuffle fetch data from Map_8 at time: 6111449364169193 ns and take time: 437.391063 ms
2022-04-23 13:32:33,238 [INFO] [Fetcher_O {Map_1} #1] |ShuffleScheduler.fetch|: Completed fetch for attempt: {9, 0, attempt_1649687236961_0265_1_04_000009_0_10003} to MEMORY, csize=6198914, dsize=6198910, EndTime=1650691953238, TimeTaken=287, Rate=20.59 MB/s
2022-04-23 13:32:33,244 [INFO] [Fetcher_O {Map_1} #0] |HttpConnection.url|: for url=http://dbg11:23562/mapOutput?job=job_1649687236961_0265&dag=1&reduce=3&map=attempt_1649687236961_0265_1_04_000018_0_10006,attempt_1649687236961_0265_1_04_000008_0_10003 sent hash and receievd reply 0 ms
2022-04-23 13:32:33,257 [INFO] [Fetcher_O {Map_1} #4] |ShuffleScheduler.fetch|: Completed fetch for attempt: {10, 0, attempt_1649687236961_0265_1_04_000010_0_10003} to MEMORY, csize=6182021, dsize=6182017, EndTime=1650691953257, TimeTaken=185, Rate=31.86 MB/s
2022-04-23 13:32:33,283 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=1 fromEventId=15 nextFromEventId=16
2022-04-23 13:32:33,285 [INFO] [Fetcher_O {Map_1} #3] |ShuffleScheduler.fetch|: Completed fetch for attempt: {7, 0, attempt_1649687236961_0265_1_04_000007_0_10003} to DISK_DIRECT, csize=8910660, dsize=8910656, EndTime=1650691953285, TimeTaken=1, Rate=8497.86 MB/s
2022-04-23 13:32:33,289 [INFO] [Fetcher_O {Map_1} #0] |ShuffleScheduler.fetch|: Completed fetch for attempt: {18, 0, attempt_1649687236961_0265_1_04_000018_0_10006} to MEMORY, csize=3294260, dsize=3294256, EndTime=1650691953289, TimeTaken=45, Rate=69.81 MB/s
2022-04-23 13:32:33,394 [INFO] [Fetcher_O {Map_1} #0] |ShuffleScheduler.fetch|: Completed fetch for attempt: {8, 0, attempt_1649687236961_0265_1_04_000008_0_10003} to MEMORY, csize=8916364, dsize=8916360, EndTime=1650691953394, TimeTaken=105, Rate=80.98 MB/s
2022-04-23 13:32:34,717 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=1 fromEventId=16 nextFromEventId=17
2022-04-23 13:32:34,723 [INFO] [Fetcher_O {Map_1} #2] |HttpConnection.url|: for url=http://dbg14:23562/mapOutput?job=job_1649687236961_0265&dag=1&reduce=3&map=attempt_1649687236961_0265_1_04_000014_0_10003 sent hash and receievd reply 0 ms
2022-04-23 13:32:34,804 [INFO] [Fetcher_O {Map_1} #2] |ShuffleScheduler.fetch|: Completed fetch for attempt: {14, 0, attempt_1649687236961_0265_1_04_000014_0_10003} to MEMORY, csize=3311884, dsize=3311880, EndTime=1650691954804, TimeTaken=81, Rate=38.99 MB/s
2022-04-23 13:32:35,836 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=1 fromEventId=17 nextFromEventId=18
2022-04-23 13:32:35,842 [INFO] [Fetcher_O {Map_1} #1] |HttpConnection.url|: for url=http://dbg11:23562/mapOutput?job=job_1649687236961_0265&dag=1&reduce=3&map=attempt_1649687236961_0265_1_04_000005_0_10002 sent hash and receievd reply 0 ms
2022-04-23 13:32:35,940 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=2 fromEventId=18 nextFromEventId=20
2022-04-23 13:32:36,043 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=1 fromEventId=20 nextFromEventId=21
2022-04-23 13:32:36,045 [INFO] [Fetcher_O {Map_1} #4] |ShuffleScheduler.fetch|: Completed fetch for attempt: {3, 0, attempt_1649687236961_0265_1_04_000003_0_10003} to DISK_DIRECT, csize=14629431, dsize=14629427, EndTime=1650691956045, TimeTaken=1, Rate=13951.71 MB/s
2022-04-23 13:32:36,149 [INFO] [TaskHeartbeatThread] |task.TaskReporter|: Routing events from heartbeat response to task, currentTaskAttemptId=attempt_1649687236961_0265_1_05_000003_0, eventCount=3 fromEventId=21 nextFromEventId=24
2022-04-23 13:32:36,150 [INFO] [Fetcher_O {Map_1} #3] |ShuffleScheduler.fetch|: Completed fetch for attempt: {6, 0, attempt_1649687236961_0265_1_04_000006_0_10002} to DISK_DIRECT, csize=14569305, dsize=14569301, EndTime=1650691956150, TimeTaken=1, Rate=13894.37 MB/s
2022-04-23 13:32:36,152 [INFO] [Fetcher_O {Map_1} #3] |ShuffleScheduler.fetch|: Completed fetch for attempt: {0, 0, attempt_1649687236961_0265_1_04_000000_0_10003} to DISK_DIRECT, csize=14606145, dsize=14606141, EndTime=1650691956152, TimeTaken=2, Rate=6964.75 MB/s
2022-04-23 13:32:36,464 [INFO] [Fetcher_O {Map_1} #1] |ShuffleScheduler.fetch|: Completed fetch for attempt: {5, 0, attempt_1649687236961_0265_1_04_000005_0_10002} to MEMORY, csize=14588261, dsize=14588257, EndTime=1650691956464, TimeTaken=622, Rate=22.36 MB/s
2022-04-23 13:32:36,472 [INFO] [Fetcher_O {Map_1} #0] |HttpConnection.url|: for url=http://dbg11:23562/mapOutput?job=job_1649687236961_0265&dag=1&reduce=3&map=attempt_1649687236961_0265_1_04_000004_0_10003,attempt_1649687236961_0265_1_04_000002_0_10003,attempt_1649687236961_0265_1_04_000001_0_10003 sent hash and receievd reply 0 ms
2022-04-23 13:32:37,178 [INFO] [Fetcher_O {Map_1} #0] |ShuffleScheduler.fetch|: Completed fetch for attempt: {4, 0, attempt_1649687236961_0265_1_04_000004_0_10003} to MEMORY, csize=14579870, dsize=14579866, EndTime=1650691957178, TimeTaken=705, Rate=19.72 MB/s
2022-04-23 13:32:37,755 [INFO] [Fetcher_O {Map_1} #0] |ShuffleScheduler.fetch|: Completed fetch for attempt: {2, 0, attempt_1649687236961_0265_1_04_000002_0_10003} to MEMORY, csize=14595986, dsize=14595982, EndTime=1650691957755, TimeTaken=577, Rate=24.12 MB/s
2022-04-23 13:32:38,130 [INFO] [Fetcher_O {Map_1} #0] |ShuffleScheduler.fetch|: Completed fetch for attempt: {1, 0, attempt_1649687236961_0265_1_04_000001_0_10003} to MEMORY, csize=14646751, dsize=14646747, EndTime=1650691958130, TimeTaken=375, Rate=37.24 MB/s
2022-04-23 13:32:38,130 [INFO] [Fetcher_O {Map_1} #0] |orderedgrouped.ShuffleScheduler|: All inputs fetched for input vertex : Map 1
2022-04-23 13:32:38,131 [INFO] [Fetcher_O {Map_1} #0] |orderedgrouped.ShuffleScheduler|: copy(19 (spillsFetched=19) of 19. Transfer rate (CumulativeDataFetched/TimeSinceInputStarted)) 26.62 MB/s)
2022-04-23 13:32:38,131 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.ShuffleScheduler|: Shutting down FetchScheduler for input: Map_1, wasInterrupted=false
2022-04-23 13:32:38,131 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.ShuffleScheduler|: copy(19 (spillsFetched=19) of 19. Transfer rate (CumulativeDataFetched/TimeSinceInputStarted)) 26.62 MB/s)
2022-04-23 13:32:38,132 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.ShuffleScheduler|: Shutting down fetchers for input: Map_1, shutdown timetaken: 0 ms, hasFetcherExecutorStopped: true
2022-04-23 13:32:38,132 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.MergeManager|: TotalInMemFetchStats: count=10, totalSize=92518222, min=3294256, max=14646747, avg=1.0
2022-04-23 13:32:38,132 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.MergeManager|: finalMerge with #inMemoryOutputs=10, size=92518222 and #onDiskOutputs=9, size=74965377
2022-04-23 13:32:38,769 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.Shuffle|: merge complete for input vertex : Map_1
2022-04-23 13:32:38,769 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.Shuffle|: Map_1: Shuffle Runner thread complete
2022-04-23 13:32:38,769 [INFO] [ShuffleAndMergeRunner {Map_1}] |orderedgrouped.Shuffle|: Fang: ending shuffle fetch data from Map_1 at time: 6111454898915516 ns and take time: 5975.599853 ms
2022-04-23 13:32:38,769 [INFO] [TezChild] |tez.ReduceRecordProcessor|: Main work is Reducer 2
2022-04-23 13:32:38,770 [INFO] [TezChild] |tez.ReduceRecordProcessor|: Memory available for operators set to 284.38GB
2022-04-23 13:32:38,771 [INFO] [TezChild] |tez.ObjectCache|: Caching key: hive_20220423053136_9b83e343-1905-4ecc-bcac-e7e62aabbeea_DynamicValueRegistry
2022-04-23 13:32:38,774 [INFO] [TezChild] |input.OrderedGroupedKVInput|: Map 1: creating ValuesIterator with comparator=org.apache.tez.runtime.library.common.comparator.TezBytesComparator, keyClass=org.apache.hadoop.hive.ql.io.HiveKey, valClass=org.apache.hadoop.io.BytesWritable
2022-04-23 13:32:38,794 [INFO] [TezChild] |input.OrderedGroupedKVInput|: Map 5: creating ValuesIterator with comparator=org.apache.tez.runtime.library.common.comparator.TezBytesComparator, keyClass=org.apache.hadoop.hive.ql.io.HiveKey, valClass=org.apache.hadoop.io.BytesWritable
2022-04-23 13:32:38,794 [INFO] [TezChild] |exec.CommonMergeJoinOperator|: Initializing operator MERGEJOIN[55]
2022-04-23 13:32:38,800 [INFO] [TezChild] |exec.CommonJoinOperator|: JOIN struct<_col0:bigint,_col2:bigint,_col3:bigint,_col4:double,_col5:double,_col8:string> totalsz = 6
2022-04-23 13:32:38,801 [INFO] [TezChild] |tez.ReduceRecordProcessor|: 
<MERGEJOIN>Id =55
  <Children>
    <MAPJOIN>Id =56
      <Children>
        <MAPJOIN>Id =57
          <Children>
            <MAPJOIN>Id =58
              <Children>
                <SEL>Id =27
                  <Children>
                    <GBY>Id =29
                      <Children>
                        <RS>Id =30
                          <Children>
                          <\Children>
                          <Parent>Id = 29 null<\Parent>
                        <\RS>
                      <\Children>
                      <Parent>Id = 27 null<\Parent>
                    <\GBY>
                  <\Children>
                  <Parent>Id = 58 null<\Parent>
                <\SEL>
              <\Children>
              <Parent>Id = 57 nullId = 61 
            <HASHTABLEDUMMY>Id =61
              <Children>null
              <\Children>
              <Parent><\Parent>
            <\HASHTABLEDUMMY><\Parent>
            <\MAPJOIN>
          <\Children>
          <Parent>Id = 56 nullId = 60 
        <HASHTABLEDUMMY>Id =60
          <Children>null
          <\Children>
          <Parent><\Parent>
        <\HASHTABLEDUMMY><\Parent>
        <\MAPJOIN>
      <\Children>
      <Parent>Id = 55 nullId = 59 
    <HASHTABLEDUMMY>Id =59
      <Children>null
      <\Children>
      <Parent><\Parent>
    <\HASHTABLEDUMMY><\Parent>
    <\MAPJOIN>
  <\Children>
  <Parent><\Parent>
<\MERGEJOIN>
2022-04-23 13:32:38,801 [INFO] [TezChild] |exec.HashTableDummyOperator|: Initializing operator HASHTABLEDUMMY[60]
2022-04-23 13:32:38,802 [INFO] [TezChild] |exec.HashTableDummyOperator|: Initializing operator HASHTABLEDUMMY[61]
2022-04-23 13:32:38,802 [INFO] [TezChild] |exec.HashTableDummyOperator|: Initializing operator HASHTABLEDUMMY[59]
2022-04-23 13:32:38,802 [INFO] [TezChild] |exec.MapJoinOperator|: Initializing operator MAPJOIN[56]
2022-04-23 13:32:38,803 [INFO] [TezChild] |exec.CommonJoinOperator|: JOIN struct<_col0:bigint,_col3:bigint,_col4:double,_col5:double,_col8:string,_col10:string> totalsz = 6
2022-04-23 13:32:38,809 [INFO] [TezChild] |exec.MapJoinOperator|: Initializing operator MAPJOIN[57]
2022-04-23 13:32:38,809 [INFO] [pool-17-thread-1] |exec.MapJoinOperator|: GHive warn: loader type is class org.apache.hadoop.hive.ql.exec.tez.HashTableLoader
2022-04-23 13:32:38,810 [INFO] [pool-17-thread-1] |tez.HashTableLoader|: Memory manager allocates 0 bytes for the loading hashtable.
2022-04-23 13:32:38,811 [INFO] [TezChild] |exec.CommonJoinOperator|: JOIN struct<_col0:bigint,_col4:double,_col5:double,_col8:string,_col10:string,_col13:int> totalsz = 6
2022-04-23 13:32:38,811 [INFO] [TezChild] |exec.MapJoinOperator|: Initializing operator MAPJOIN[58]
2022-04-23 13:32:38,812 [INFO] [pool-17-thread-1] |tez.HashTableLoader|: Not doing hash table memory monitoring. { isLlap: false executorsPerNode: 1 maxExecutorsOverSubscribeMemory: 3 memoryOverSubscriptionFactor: 0.20000000298023224 memoryCheckInterval: 100000 noConditionalTaskSize: 10000000 adjustedNoConditionalTaskSize: 10000000 hashTableInflationFactor: 2.0 threshold: 20000000 }
2022-04-23 13:32:38,812 [INFO] [pool-17-thread-2] |exec.MapJoinOperator|: GHive warn: loader type is class org.apache.hadoop.hive.ql.exec.tez.HashTableLoader
2022-04-23 13:32:38,812 [INFO] [pool-17-thread-2] |tez.HashTableLoader|: Memory manager allocates 0 bytes for the loading hashtable.
2022-04-23 13:32:38,812 [INFO] [pool-17-thread-2] |tez.HashTableLoader|: Not doing hash table memory monitoring. { isLlap: false executorsPerNode: 1 maxExecutorsOverSubscribeMemory: 3 memoryOverSubscriptionFactor: 0.20000000298023224 memoryCheckInterval: 100000 noConditionalTaskSize: 10000000 adjustedNoConditionalTaskSize: 10000000 hashTableInflationFactor: 2.0 threshold: 20000000 }
2022-04-23 13:32:38,812 [INFO] [TezChild] |exec.CommonJoinOperator|: JOIN struct<_col4:double,_col5:double,_col8:string,_col10:string,_col13:int> totalsz = 5
2022-04-23 13:32:38,813 [INFO] [TezChild] |exec.SelectOperator|: Initializing operator SEL[27]
2022-04-23 13:32:38,813 [INFO] [pool-17-thread-3] |exec.MapJoinOperator|: GHive warn: loader type is class org.apache.hadoop.hive.ql.exec.tez.HashTableLoader
2022-04-23 13:32:38,813 [INFO] [TezChild] |exec.SelectOperator|: SELECT struct<_col4:double,_col5:double,_col8:string,_col10:string,_col13:int>
2022-04-23 13:32:38,813 [INFO] [pool-17-thread-3] |tez.HashTableLoader|: Memory manager allocates 0 bytes for the loading hashtable.
2022-04-23 13:32:38,813 [INFO] [pool-17-thread-3] |tez.HashTableLoader|: Not doing hash table memory monitoring. { isLlap: false executorsPerNode: 1 maxExecutorsOverSubscribeMemory: 3 memoryOverSubscriptionFactor: 0.20000000298023224 memoryCheckInterval: 100000 noConditionalTaskSize: 10000000 adjustedNoConditionalTaskSize: 10000000 hashTableInflationFactor: 2.0 threshold: 20000000 }
2022-04-23 13:32:38,817 [INFO] [TezChild] |exec.GroupByOperator|: Initializing operator GBY[29]
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HashMapWrapper|: Key count from statistics is 583; setting map size to 389
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Total available memory: 10000000
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Estimated small table size: 116017
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Number of hash partitions to be created: 16
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Total available memory is: 10000000
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Write buffer size: 524288
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-3] |persistence.HashMapWrapper|: Key count from statistics is 42000; setting map size to 28000
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-2] |persistence.HashMapWrapper|: Key count from statistics is 730; setting map size to 487
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Total available memory: 10000000
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Estimated small table size: 4158000
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Number of hash partitions to be created: 16
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Total available memory is: 10000000
2022-04-23 13:32:38,817 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Total available memory: 10000000
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Estimated small table size: 8760
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Number of hash partitions to be created: 16
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Total available memory is: 10000000
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Write buffer size: 524288
2022-04-23 13:32:38,818 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Write buffer size: 524288
2022-04-23 13:32:38,819 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Using a bloom-1 filter 487 keys of size 384 bytes
2022-04-23 13:32:38,819 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Using a bloom-1 filter 389 keys of size 304 bytes
2022-04-23 13:32:38,819 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Using a bloom-1 filter 28000 keys of size 21824 bytes
2022-04-23 13:32:38,824 [INFO] [TezChild] |exec.GroupByOperator|: Max hash table memory: 152672665600 bytes
2022-04-23 13:32:38,826 [INFO] [TezChild] |exec.GroupByOperator|: isTez: true isLlap: false numExecutors: 1 maxMemory: 305345331200
2022-04-23 13:32:38,826 [INFO] [TezChild] |exec.ReduceSinkOperator|: Initializing operator RS[30]
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Each new partition will require memory: 65760
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Each new partition will require memory: 65760
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 0 is created in memory. Total memory usage so far: 87584
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Each new partition will require memory: 65760
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 1 is created in memory. Total memory usage so far: 153344
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 0 is created in memory. Total memory usage so far: 66064
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 2 is created in memory. Total memory usage so far: 219104
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Hash partition 0 is created in memory. Total memory usage so far: 66144
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 1 is created in memory. Total memory usage so far: 131824
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Hash partition 1 is created in memory. Total memory usage so far: 131904
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 3 is created in memory. Total memory usage so far: 284864
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Hash partition 2 is created in memory. Total memory usage so far: 197664
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 2 is created in memory. Total memory usage so far: 197584
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 4 is created in memory. Total memory usage so far: 350624
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 3 is created in memory. Total memory usage so far: 263344
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Hash partition 3 is created in memory. Total memory usage so far: 263424
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 4 is created in memory. Total memory usage so far: 329104
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-3] |persistence.HybridHashTableContainer|: Hash partition 5 is created in memory. Total memory usage so far: 416384
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-1] |persistence.HybridHashTableContainer|: Hash partition 5 is created in memory. Total memory usage so far: 394864
2022-04-23 13:32:38,827 [INFO] [pool-17-thread-2] |persistence.HybridHashTableContainer|: Hash partition 4 is created in memory. Total memory usage so far: 329184
